,YEAR,SERIAL,MONTH,PERNUM,WTFINL,CPSIDP,AGE,SEX,RACE,HISPAN,EMPSTAT,EDUC
2160858,2021,30614,11,1,3907.9308,20210903047901,25,1,100,0,10,73
3533419,2022,63000,12,3,5353.7071,20221106295003,33,1,651,0,10,111
2572559,2022,31909,3,1,2762.0717,20210103214901,63,2,100,0,36,73
2037174,2021,17998,10,7,1358.4159,20201001821607,22,1,651,0,10,73
932450,2020,1499,12,3,702.8371,20201000148703,9,1,100,0,0,1
2345483,2022,17387,1,5,3549.8949,20220101738705,28,1,100,611,10,111
2471258,2022,32212,2,1,3384.7695,20211103205601,64,2,100,0,36,91
2407231,2022,59147,1,3,8215.7902,20201105934503,3,1,200,0,0,1
2317960,2021,68102,12,3,313.7104,20201006847303,9,1,100,0,0,1
2993784,2022,38417,7,1,1113.7316,20210603789901,63,1,100,0,10,71
1821309,2021,14531,8,1,4178.2766,20210701450601,68,2,100,0,36,71
918797,2020,61484,11,1,1873.5075,20191006258501,65,2,300,0,36,73
2359951,2022,26523,1,2,1802.5605,20201102658004,12,2,200,0,0,1
3268673,2022,17644,10,1,4944.8693,20220701771001,29,2,200,0,10,73
2930400,2022,64557,6,2,3326.3923,20210306463502,43,1,100,0,10,40
1470156,2021,64434,4,2,3343.2111,20210206467502,31,2,100,0,10,111
3625568,2023,58384,1,1,2138.3995,20211105377001,68,1,200,0,36,60
578884,2020,59221,8,1,4108.5771,20190806028901,79,2,100,0,36,81
1625502,2021,24123,6,1,2036.179,20210602412301,65,1,100,0,10,123
1908822,2021,2751,9,2,3538.7759,20210600281802,71,2,100,0,36,73
2383656,2022,42797,1,1,4932.0873,20201104302001,53,2,100,200,10,92
722132,2020,9730,10,1,3563.1972,20201000973001,59,1,100,0,10,123
481,2020,346,3,4,1820.1493,20190300032704,19,2,651,0,10,81
243836,2020,26130,5,1,1888.9928,20190202668701,52,2,100,611,34,73
1602383,2021,9149,6,1,9369.1016,20210500912301,28,2,801,0,21,73
3517344,2022,51770,12,1,5028.7488,20221205177001,34,2,100,0,10,123
1107969,2021,43649,1,3,3431.8518,20191104440603,2,1,100,0,0,1
1457022,2021,56343,4,2,2651.8029,20210305648102,71,2,100,0,36,81
2608343,2022,57357,3,3,5383.569,20210205780803,16,1,100,0,34,40
3148015,2022,5117,9,2,4177.2211,20220700507302,72,1,651,0,10,125
3109617,2022,48003,8,2,4428.6431,20220604828302,42,2,100,0,10,73
45226,2020,29805,3,1,2834.6905,20190203016201,85,2,100,0,36,111
2745490,2022,9963,5,2,3638.342,20210500991402,34,2,100,0,10,111
3420279,2022,53154,11,1,1369.8939,20211105293401,67,2,100,0,10,111
977639,2020,29761,12,1,3367.5968,20201002976801,33,1,100,0,10,111
1516269,2021,23646,5,2,2495.2794,20210402380902,6,1,100,100,0,1
3485210,2022,28859,12,3,3400.2111,20221002884604,17,1,100,200,10,50
539101,2020,31457,8,1,3713.1284,20190703196301,67,1,100,0,36,73
2170576,2021,37134,11,1,1999.6429,20210903689901,41,1,100,0,10,71
2227919,2021,7179,12,1,3811.7877,20211000722701,69,2,100,0,36,123
2150490,2021,23460,11,2,3206.3787,20210802339102,24,1,100,0,10,73
3012420,2022,51370,7,3,4365.7009,20210505119303,35,2,100,0,34,123
173245,2020,47070,4,4,354.9417,20200304725004,12,1,100,0,0,1
1859615,2021,38489,8,1,4255.6127,20200703897901,30,1,100,0,21,81
2017892,2021,5859,10,2,3609.7189,20201000589802,30,2,100,0,10,111
3389082,2022,30899,11,2,4088.3834,20211103070902,35,2,100,0,10,123
1109017,2021,44462,1,1,4497.5049,20201204431101,79,2,100,0,36,73
3239589,2022,66737,9,2,3894.2139,20210906592202,74,2,100,0,36,111
436252,2020,27623,7,4,1130.43,20200402814004,13,2,100,0,0,1
2713258,2022,58740,4,1,4816.2929,20210205889201,77,2,200,0,36,73
2014747,2021,4072,10,1,1501.6171,20200700414301,45,1,100,0,10,81
898382,2020,49330,11,8,2279.7002,20191005022410,1,2,100,600,0,1
3027283,2022,61508,7,1,309.3817,20210606076601,80,2,100,0,36,111
1797295,2021,67106,7,1,429.633,20210406811701,19,2,100,0,34,81
1003108,2020,46653,12,1,541.3048,20200904656201,23,2,100,0,10,111
3584985,2023,30068,1,1,4724.2773,20221003026901,59,2,200,0,32,81
3495402,2022,35863,12,4,740.9459,20221003582904,20,1,100,0,10,73
515053,2020,15318,8,1,5094.8124,20190501566401,28,2,100,0,10,73
1133176,2021,59288,1,1,3792.036,20201005904401,74,1,100,0,10,123
3117641,2022,53392,8,1,2605.1477,20220605366601,41,2,200,0,34,73
998125,2020,43317,12,4,3636.3649,20190904403604,7,2,100,0,0,1
1875698,2021,49131,8,1,3490.8344,20200605020001,37,1,802,0,10,81
199182,2020,65111,4,1,5130.5705,20190306601001,47,2,300,100,10,111
1657596,2021,45185,6,1,5628.3534,20210404580501,28,2,200,0,34,111
1564723,2021,54672,5,2,653.9864,20200505570202,17,2,100,0,10,73
641897,2020,29874,9,3,2869.6591,20190603052203,19,1,100,0,10,81
2994105,2022,38679,7,1,1213.9521,20220503868101,55,2,100,200,10,124
2368343,2022,32013,1,1,3822.0306,20201003214301,52,1,100,0,10,73
2476485,2022,35942,2,1,542.6787,20211103578401,44,2,100,0,10,111
972227,2020,26157,12,1,1966.3859,20191002666501,42,2,200,0,10,81
3430983,2022,60631,11,1,2017.3916,20210805974601,29,2,100,0,10,111
1422363,2021,34289,4,1,3748.3667,20200403489901,34,2,100,0,21,73
3183593,2022,28736,9,3,4094.7041,20210602843903,2,2,100,0,0,1
1441745,2021,46847,4,1,423.7708,20210304694501,59,1,100,0,10,111
3029980,2022,63422,7,3,3881.7647,20220606359803,11,2,100,0,0,1
1642788,2021,35254,6,1,551.9022,20200403639201,42,1,100,0,21,111
3198239,2022,38369,9,2,2244.9253,20220903836902,11,1,803,0,0,1
840018,2020,12871,11,1,449.2276,20200801288601,21,2,100,0,10,81
402814,2020,3767,7,4,2991.615,20190600380604,16,2,100,0,34,60
572584,2020,54595,8,1,617.1932,20190805558701,63,1,100,0,21,123
1017324,2020,55546,12,1,3745.5788,20201205554601,37,1,100,100,21,73
2520834,2022,66272,2,4,738.6685,20211206609206,57,2,100,0,32,73
1046361,2021,4930,1,1,4402.7971,20191000498701,39,2,651,0,34,111
542363,2020,33713,8,3,1241.4201,20200603386203,14,2,100,0,0,1
1294959,2021,22620,3,2,3453.4395,20210102265302,37,2,100,0,10,123
3322582,2022,54563,10,1,863.0776,20220805463001,55,2,100,0,10,73
2967220,2022,20471,7,2,5398.142,20210502029002,40,2,100,100,10,123
1470141,2021,64426,4,1,3659.64,20200206592901,57,1,100,0,36,111
2946147,2022,6256,7,1,4490.4097,20220700625601,52,1,100,0,10,81
1418588,2021,31881,4,2,2577.0791,20200103259602,19,2,200,0,10,81
1533704,2021,34765,5,2,452.2917,20210203513602,74,1,100,0,10,81
759420,2020,32903,10,2,1211.8938,20191003348202,72,2,100,0,36,73
1586636,2021,116,6,1,2178.4442,20210600011601,64,2,200,0,36,60
2701301,2022,50498,4,1,2149.4075,20220305022001,34,2,100,0,10,73
334460,2020,22182,6,3,6179.6073,20190602244803,15,2,100,0,34,40
474264,2020,55111,7,1,577.5856,20200605539101,33,2,100,0,34,111
3637141,2023,66313,1,1,2946.5751,20211004826301,42,2,200,0,10,92
1136234,2021,61037,1,3,2041.2224,20201106083203,0,2,100,0,0,1
1881761,2021,53125,8,3,2072.347,20200505462103,80,2,200,0,36,60
1842190,2021,27528,8,2,5272.1423,20210702750002,54,1,100,0,10,123
1814419,2021,9446,8,3,5312.381,20200500968903,16,2,100,0,10,60
1729086,2021,22750,7,1,2094.184,20210702275001,73,2,100,0,36,73
1459805,2021,58222,4,4,4777.8328,20210105845704,10,2,100,100,0,1
2362724,2022,28577,1,2,3587.7222,20201202863202,55,2,100,0,10,73
1017274,2020,55515,12,2,2270.2971,20191105663502,13,1,200,0,0,1
3629376,2023,60934,1,7,5856.0771,20221000594402,10,1,200,0,0,1
1169543,2021,11795,2,2,844.5546,20200101209502,69,2,200,0,36,73
1921137,2021,9793,9,1,3248.0478,20210900979301,35,2,100,0,10,92
1837385,2021,24206,8,2,2331.0336,20210602423702,27,2,100,0,10,91
189068,2020,58186,4,1,5036.1859,20190105910001,40,1,100,611,10,73
817181,2020,68304,10,1,315.12,20190706943501,68,1,100,0,36,73
2298283,2021,55036,12,1,789.7157,20211005477701,39,1,100,0,10,81
2056032,2021,30065,10,1,4219.1484,20200703041701,60,2,100,0,10,81
271609,2020,46290,5,1,5738.7093,20200404664901,60,1,200,0,10,81
769307,2020,38863,10,3,674.7273,20200703871803,6,1,100,0,0,1
2347223,2022,18449,1,1,834.9485,20201101852501,60,1,652,0,10,81
131440,2020,18353,4,4,3488.365,20190401849904,12,2,100,0,0,1
3491238,2022,32774,12,1,1114.9855,20221203277401,72,2,200,0,10,73
647933,2020,33487,9,1,1088.8355,20200803352601,71,1,100,0,36,40
869695,2020,30994,11,1,3718.9129,20201103099401,42,2,100,0,10,73
2370856,2022,33794,1,2,3753.3402,20201103392002,63,2,100,0,10,125
2719087,2022,62577,4,2,428.9987,20220306228302,48,1,100,0,10,111
2106720,2021,63040,10,1,2815.5705,20210706278101,35,1,100,0,10,73
3463953,2022,14147,12,2,4152.7896,20220901434502,74,1,100,0,36,73
2533062,2022,5786,3,1,7747.8346,20210200586601,44,2,200,0,10,20
20543,2020,13004,3,1,346.5017,20200101299501,49,2,100,612,10,123
2891198,2022,37741,6,4,1516.8907,20210303766904,7,2,100,0,0,1
3011236,2022,50585,7,2,2993.3246,20210405074302,28,2,100,0,10,73
1076081,2021,23101,1,2,2431.2765,20191202350602,60,1,100,0,10,73
2649817,2022,16289,4,1,4173.3176,20210201618401,60,1,100,0,36,111
257558,2020,35907,5,1,554.4104,20200303632201,51,1,100,0,10,111
2941346,2022,3319,7,1,4008.7171,20220700331901,80,2,100,0,34,81
545994,2020,36189,8,2,1269.9897,20200503659702,28,2,100,0,10,111
1876326,2021,49486,8,3,2683.6629,20200705026903,34,1,100,0,10,81
3176686,2022,23864,9,2,1760.1786,20210902354302,76,2,100,0,36,124
364229,2020,43883,6,3,7639.4605,20200304467803,22,2,100,612,21,81
1030532,2020,63637,12,2,3683.0586,20200906342902,52,2,100,0,10,73
1715750,2021,14774,7,2,3906.7939,20200701485203,50,1,200,0,10,81
453102,2020,39372,7,4,4226.1122,20200703937204,9,2,100,0,0,1
1914082,2021,5964,9,1,4679.6843,20210900596401,33,2,100,0,10,81
3637509,2023,66556,1,1,2915.4025,20211005202201,63,2,100,0,10,111
735989,2020,18843,10,4,836.9838,20200901878704,13,1,651,0,0,1
598673,2020,3459,9,1,1471.8222,20200700347501,77,2,100,0,36,111
1650945,2021,40692,6,3,1198.1705,20200504169203,7,1,100,0,0,1
2644772,2022,12503,4,3,245.2998,20220301248203,4,2,100,0,0,1
955960,2020,16514,12,1,3675.1365,20190901680901,76,2,100,0,36,111
1350143,2021,58868,3,4,5631.4721,20210305886804,20,1,100,0,34,81
3271626,2022,19544,10,4,1271.4921,20210901932807,7,1,100,0,0,1
836818,2020,10490,11,1,2461.5178,20200901050901,51,2,100,0,10,111
1902117,2021,65967,8,2,3532.6625,20200606727802,49,2,100,0,10,111
2194820,2021,53896,11,1,2622.5809,20210905350501,80,2,100,0,12,111
1631499,2021,28155,6,4,6534.4615,20210402844704,2,1,100,100,0,1
2337953,2022,11695,1,2,833.5304,20211001157702,61,1,100,0,10,92
739792,2020,20926,10,2,3162.2081,20190902129202,41,2,100,0,10,111
2231914,2021,9303,12,4,4143.1388,20201200938504,16,1,100,100,34,50
1452633,2021,53682,4,3,3513.3789,20210105388603,21,2,100,0,34,73
2692702,2022,44894,4,6,4580.4542,20220404489406,18,1,100,100,10,73
1428658,2021,38098,4,1,998.8659,20210303817502,34,2,100,0,21,81
1919007,2021,8625,9,1,4609.2626,20210600864901,46,2,651,0,10,73
2136722,2021,14586,11,5,4765.4923,20201101477805,18,1,100,612,34,60
3145912,2022,3750,9,2,1390.0813,20220600370802,64,1,100,0,36,81
688736,2020,59098,9,3,5196.5124,20200805909503,9,1,100,0,0,1
3303039,2022,41148,10,1,853.0622,20211004091501,75,2,100,0,10,111
961507,2020,19680,12,1,899.2359,20201201968001,24,1,100,0,10,81
106543,2020,1159,4,2,1771.6894,20200300115902,61,1,100,0,10,73
1986115,2021,53119,9,1,2195.3064,20200605420201,70,2,100,0,10,81
2324658,2022,4105,1,2,1412.3336,20201000410602,28,1,100,0,12,81
1492051,2021,8470,5,3,3344.209,20200200878703,18,1,100,0,10,73
876256,2020,35175,11,7,599.3889,20191103589807,16,2,100,0,10,50
212054,2020,4045,5,3,2623.2624,20200500404503,6,1,100,0,0,1
967194,2020,23005,12,1,2256.6708,20200902300801,76,2,100,0,36,111
883421,2020,39625,11,1,3528.7461,20191004031001,70,2,100,0,36,123
1910662,2021,3968,9,1,1171.9208,20200600404901,64,2,100,0,36,111
621037,2020,17331,9,1,4808.3513,20190901764601,63,2,200,0,10,123
827425,2020,5548,11,3,4159.0,20200800555803,3,2,100,100,0,1
683948,2020,56116,9,4,2950.5935,20190905710905,11,2,100,0,0,1
3064548,2022,17963,8,2,3703.6511,20220601802802,67,2,100,0,10,81
270003,2020,44985,5,2,4713.5619,20200204551502,76,1,200,0,36,73
1955629,2021,32507,9,2,1273.3148,20210803252902,37,1,100,0,10,73
2954302,2022,11172,7,4,879.8264,20220401121904,10,1,100,0,0,1
3246018,2022,2613,10,1,3789.2184,20220800265301,43,2,100,100,10,73
232460,2020,18569,5,1,930.6924,20190401886701,62,2,651,0,10,73
3074220,2022,23840,8,4,1624.7388,20210702352003,2,2,100,0,0,1
1727281,2021,21754,7,3,3093.8362,20200402248104,15,2,200,0,34,40
1120969,2021,51828,1,3,3559.662,20201105165103,45,2,100,0,10,81
2255640,2021,25401,12,2,2170.8485,20211202540102,66,2,100,0,10,123
554031,2020,41491,8,1,6452.8056,20200604174201,30,1,100,200,10,81
1629453,2021,26657,6,3,2372.0055,20200402747904,0,2,200,0,0,1
2009973,2021,923,10,2,1666.9869,20210700091702,35,2,100,0,10,81
1983245,2021,51072,9,1,3998.3872,20200705188301,59,2,100,0,32,111
2732268,2022,2466,5,2,4974.1388,20220300243802,67,2,100,100,36,81
1276597,2021,10436,3,1,5840.5194,20210101052501,29,1,100,611,10,73
2383363,2022,42579,1,5,4643.0809,20220104257905,16,2,100,200,34,30
1682048,2021,60993,6,1,327.1291,20210306197801,80,2,100,0,36,81
1357418,2021,63391,3,1,3876.44,20200306465201,46,2,100,611,10,111
3083785,2022,30319,8,2,5245.8489,20210503006202,40,1,200,0,10,91
314228,2020,7086,6,5,6101.4457,20190400712905,18,2,100,100,10,60
2380276,2022,40347,1,1,878.2883,20211104014501,45,1,100,100,10,40
1953420,2021,31079,9,1,5249.6948,20210603116401,59,1,100,0,10,81
1173774,2021,15102,2,2,3435.9702,20191201538902,14,2,100,0,0,1
1803277,2021,3221,8,1,4041.9888,20210600319101,41,2,100,0,34,81
2399865,2022,54233,1,2,2555.1833,20211105402602,49,1,100,0,10,111
2148894,2021,22534,11,2,4072.171,20201002273102,22,1,100,0,10,73
3024404,2022,59648,7,4,5249.9235,20210605901504,37,2,100,0,10,123
3584289,2023,29643,1,5,1539.4134,20221002772804,4,2,100,0,0,1
2377390,2022,38136,1,1,781.3151,20211003785201,68,2,100,0,10,73
1449144,2021,51340,4,1,4273.7577,20210405134001,30,1,100,0,10,73
2334744,2022,9577,1,1,3745.3073,20220100957701,58,1,100,0,10,73
354745,2020,36675,6,1,1497.789,20190603727601,60,2,100,0,10,73
508589,2020,10075,8,2,3636.0644,20190701029702,34,2,100,0,10,73
2793281,2022,41857,5,1,4920.412,20220304170901,67,1,651,0,36,20
3617705,2023,52890,1,2,4452.8827,20211100882202,48,2,100,0,10,81
1513697,2021,22199,5,1,3194.9137,20210402236201,30,2,100,0,10,123
1239850,2021,57042,2,1,4739.6525,20191205814401,27,2,100,600,10,73
3352892,2022,6394,11,2,3764.2952,20220900647202,44,2,100,100,10,111
3392713,2022,33417,11,2,3934.2357,20211003319202,27,1,300,0,10,73
2457418,2022,23096,2,2,2796.8116,20201202317502,46,1,100,0,10,73
173806,2020,47445,4,1,377.3523,20200104762701,57,2,100,0,10,92
1567127,2021,56178,5,4,2582.5682,20210505617804,5,2,100,0,0,1
2033192,2021,15468,10,1,4044.5185,20210901544601,51,2,100,0,10,123
1363436,2021,67279,3,1,3188.0672,20210106740601,55,2,100,0,10,123
2763183,2022,21906,5,2,4603.8293,20210402186402,3,1,651,0,0,1
2254880,2021,24794,12,2,2395.7449,20211002471002,4,2,100,200,0,1
2198456,2021,56455,11,7,4099.4099,20210805596307,73,2,100,100,10,73
2740025,2022,7058,5,3,4916.1131,20220400706703,35,1,100,100,10,73
1871262,2021,46258,8,2,3719.2797,20210804625802,31,2,651,0,10,73
392373,2020,64913,6,1,2834.1797,20200506541601,70,2,100,0,36,92
3331128,2022,60452,10,1,4585.3638,20220906050501,23,1,100,100,10,73
1722966,2021,19242,7,1,810.6998,20210701924201,37,2,100,0,10,81
3054508,2022,10366,8,1,4299.4282,20210701027701,68,1,200,0,10,111
259562,2020,37307,5,2,1329.9402,20200303773602,49,1,100,0,34,111
705256,2020,587,10,2,1955.3851,20190800062802,61,1,100,0,10,125
2509955,2022,59086,2,3,4398.5052,20220205908603,3,2,100,0,0,1
2669340,2022,29015,4,1,3685.0411,20210402885501,34,2,651,0,10,123
1702358,2021,6191,7,3,4133.1617,20200500635105,85,2,100,500,36,40
1338570,2021,51156,3,2,4745.6911,20201205103902,41,1,100,612,10,20
3569657,2023,19917,1,2,5611.0906,20221101675002,70,2,100,100,36,2
1142436,2021,64811,1,2,3443.729,20201106457802,74,2,100,0,36,111
1534587,2021,35348,5,1,513.0866,20210503534801,58,1,100,0,10,111
3003331,2022,45261,7,1,4356.7263,20210504510801,62,2,200,0,32,73
2727126,2022,67834,4,4,328.3154,20220206760304,6,2,100,0,0,1
209005,2020,1792,5,1,518.5166,20190200183801,22,2,100,0,34,73
3550199,2023,6522,1,4,2202.7327,20230100652204,3,1,300,0,0,1
904157,2020,52978,11,2,1063.4972,20200805292702,52,1,100,0,10,73
3091957,2022,35848,8,1,525.5582,20210503570701,41,1,100,0,10,92
3334812,2022,62901,10,2,4434.442,20210906214102,56,1,100,0,10,111
1367552,2021,1066,4,4,2170.8022,20210200104804,22,2,100,0,34,73
3424818,2022,56422,11,1,3443.7129,20210905570901,59,2,100,0,10,92
77278,2020,51574,3,1,2445.4575,20200105159901,59,1,100,0,10,92
1526592,2021,30283,5,1,4483.1396,20200303116401,48,1,651,0,10,111
3122554,2022,56781,8,2,6448.2386,20210605626102,16,2,805,200,34,60
3252775,2022,6786,10,1,3321.0346,20210900676101,85,2,100,0,36,92
1164313,2021,8556,2,5,3367.6744,20191100872105,12,1,651,0,0,1
3048178,2022,6752,8,1,4338.846,20220800675201,53,1,100,611,10,73
714657,2020,6033,10,1,3228.9574,20200800605601,65,1,651,0,10,123
45513,2020,29954,3,2,2985.1425,20200302995402,54,2,100,0,21,111
2074656,2021,42434,10,1,5547.3497,20200904283701,30,2,100,0,12,123
3246476,2022,2934,10,4,4055.981,20220700293504,15,2,100,0,10,60
1755081,2021,39450,7,1,3633.08,20210404008001,72,2,100,0,36,73
878657,2020,36728,11,3,1610.9264,20201003671403,41,1,100,0,10,73
2678963,2022,35243,4,1,764.5591,20220103500701,39,2,651,0,10,111
2758072,2022,18851,5,3,747.0089,20220201871803,58,2,651,0,10,111
2911074,2022,51419,6,3,5392.1168,20210405140603,16,1,100,0,10,50
1092637,2021,33552,1,2,2170.9196,20201103340802,6,2,200,0,0,1
163528,2020,39875,4,3,4912.0252,20190304047903,5,2,651,0,0,1
71526,2020,47825,3,1,394.5492,20190304829701,31,1,100,0,10,81
1550556,2021,45700,5,2,392.647,20210504570002,47,1,100,0,10,81
430704,2020,23469,7,3,1709.5907,20190602390803,14,2,100,0,0,1
2506146,2022,56612,2,2,5540.0789,20220205661202,38,1,100,100,10,71
1604187,2021,10241,6,2,3196.033,20210601024102,28,1,100,500,10,30
2077892,2021,44575,10,1,4312.8316,20201004515501,50,1,100,0,32,73
1197691,2021,29704,2,4,3816.8663,20210202970404,20,2,100,0,34,73
420669,2020,16982,7,1,5700.432,20190701728501,38,1,100,0,10,91
2201927,2021,58588,11,1,3900.2222,20200905889501,49,1,100,100,10,73
2702276,2022,51187,4,3,5402.3935,20210105139204,0,1,100,400,0,1
2228871,2021,7673,12,2,5096.4107,20201200780502,80,2,100,100,36,73
360460,2020,40930,6,5,1939.7655,20200604093005,11,2,100,100,0,1
1157176,2021,5015,2,1,3956.4681,20201200503501,55,2,100,0,34,91
1549548,2021,45033,5,2,7733.8012,20210404532902,34,1,200,0,34,73
1312051,2021,33708,3,1,1550.1092,20210303370801,53,1,100,0,10,91
11523,2020,7208,3,2,3605.4176,20191200716602,36,2,100,0,34,111
1710301,2021,10497,7,1,2203.5618,20210501048301,67,1,100,0,36,81
1375214,2021,5615,4,2,4423.9501,20210400561502,2,1,100,100,0,1
1190927,2021,25289,2,2,2913.7736,20200102581902,56,1,100,0,32,73
2363989,2022,29355,1,4,4164.1517,20210102959904,24,1,651,0,10,111
1504311,2021,16801,5,1,3963.6043,20210301692701,63,2,200,0,36,81
3103800,2022,44093,8,1,4679.7015,20220604437101,29,1,200,0,10,73
2847802,2022,8488,6,2,4124.5745,20210500844202,67,2,651,0,36,123
2055937,2021,30003,10,1,4460.0312,20210902993501,80,1,200,0,36,91
100458,2020,67247,3,1,668.3972,20191206718901,45,2,100,0,10,81
1218537,2021,43446,2,5,4261.8858,20201204336705,17,2,200,0,34,50
2196180,2021,54852,11,2,602.3695,20201105532002,32,1,100,611,10,10
1179590,2021,18579,2,5,1218.5039,20191101898204,74,2,652,200,36,73
2618856,2022,64394,3,2,8066.4549,20220106440502,32,2,200,0,10,73
242413,2020,24982,5,3,3580.3553,20190202550902,10,1,100,0,0,1
560653,2020,46162,8,1,317.167,20190504744601,71,1,100,0,36,123
3572365,2023,21680,1,1,3625.0285,20221103170401,53,1,100,0,21,91
3168180,2022,18524,9,2,804.045,20220701850702,34,1,651,0,10,111
138048,2020,22713,4,1,3020.5132,20200202276301,80,2,100,0,36,81
597327,2020,2637,9,1,3566.7854,20190800269801,73,2,100,0,36,73
1935711,2021,19729,9,3,1330.9885,20210701971503,13,2,100,0,0,1
2487435,2022,43617,2,1,5421.7997,20220104366801,48,1,100,0,10,111
3381601,2022,25841,11,1,1371.9162,20221102584101,79,2,200,0,36,111
1179520,2021,18549,2,1,833.3664,20201101856201,54,1,100,300,10,125
2652640,2022,18196,4,1,3861.3339,20220201800901,51,2,100,0,10,111
161265,2020,38306,4,2,2064.9765,20200203853502,54,2,100,0,10,123
1202259,2021,32530,2,1,2832.4066,20191203306901,62,2,100,0,10,81
769755,2020,39164,10,2,2929.4048,20190803972402,75,2,100,0,36,111
412625,2020,10066,7,1,3298.5178,20200501016401,72,1,100,0,10,123
865443,2020,28442,11,1,4405.9271,20201102844201,58,1,100,0,10,124
1804718,2021,4142,8,1,1462.1358,20200600421601,58,1,100,0,10,92
1152204,2021,1878,2,1,509.1188,20201100185001,25,2,100,0,10,92
2692030,2022,44461,4,1,3721.1441,20210304449401,85,2,200,0,32,73
3427829,2022,58516,11,1,4306.3676,20211005798701,42,1,200,0,10,111
2120599,2021,4385,11,3,1266.3892,20211100438503,4,2,100,0,0,1
2424759,2022,2432,2,1,3941.4016,20211200238801,67,1,100,0,36,91
2665438,2022,26251,4,1,1476.7355,20210202614601,73,1,200,0,36,73
2461871,2022,26024,2,3,2486.4934,20220202602403,13,2,100,611,0,1
2851288,2022,10551,6,2,3471.5835,20210401055802,28,1,100,0,10,111
503362,2020,7010,8,2,4078.0863,20190500711902,47,1,100,0,10,73
1713112,2021,12825,7,2,440.2688,20210401301102,50,2,200,0,10,123
147502,2020,29103,4,2,3152.4712,20190102954002,42,2,100,0,10,123
2181537,2021,44887,11,1,7611.8323,20210804452801,22,1,300,0,10,73
3617761,2023,52921,1,1,4811.3704,20211101006501,33,2,100,0,10,91
1896999,2021,62738,8,2,4703.2308,20200606392802,41,1,100,0,12,73
39255,2020,25603,3,4,4170.5872,20190302584504,19,1,100,0,21,81
3154852,2022,8868,9,7,4998.1535,20220600880707,50,1,100,100,10,111
1315923,2021,36423,3,2,1129.4912,20200203722502,34,1,100,0,10,73
58127,2020,38292,3,4,1865.8558,20200203833404,15,1,803,0,34,40
2270488,2021,35553,12,1,452.798,20211103545501,85,1,100,0,36,73
954784,2020,15739,12,2,4327.1923,20191201602702,31,2,100,0,10,81
1880229,2021,52051,8,1,1184.7216,20200605320001,60,2,100,0,10,111
78703,2020,52492,3,3,5256.4407,20181205307303,21,2,651,0,34,81
3620131,2023,54545,1,2,4258.3399,20211102227302,60,2,100,0,10,81
2248940,2021,21097,12,1,4466.3054,20211002103701,69,2,100,0,10,123
278356,2020,50962,5,1,2815.7473,20200405135701,74,2,802,0,36,81
1650952,2021,40697,6,2,1009.8268,20200604140904,62,2,100,0,10,123
993939,2020,40309,12,1,1797.5786,20191204113201,21,2,300,0,10,73
1234974,2021,53952,2,2,2544.3229,20200105508502,70,2,100,0,36,81
2605226,2022,55044,3,1,656.9992,20220205507601,28,2,100,0,34,60
1007193,2020,49193,12,1,2093.952,20190905001301,47,1,100,0,10,111
1319893,2021,38791,3,2,964.1583,20210303879102,49,1,100,0,10,111
2031953,2021,14668,10,2,3521.7436,20200701479002,78,1,100,0,36,73
759257,2020,32794,10,3,1039.4999,20200903269703,80,2,100,0,36,73
3384751,2022,28140,11,2,4830.9562,20221002814602,55,1,200,0,10,73
3262942,2022,13695,10,4,5788.5265,20220701373904,18,1,200,0,34,73
1646330,2021,37400,6,6,971.6353,20200503831506,1,2,100,200,0,1
1046998,2021,5242,1,1,4280.7721,20200100536601,55,2,100,0,34,81
37790,2020,24636,3,1,1703.4108,20190302486601,80,2,100,0,36,81
2576562,2022,34743,3,1,498.4848,20211203462901,76,1,100,0,36,81
592171,2020,68009,8,2,323.6358,20200606836502,57,2,100,0,36,73
3288690,2022,30977,10,5,3928.2289,20221003097705,12,1,100,0,0,1
2470798,2022,31890,2,3,4166.4761,20220103192803,1,2,100,0,0,1
3554555,2023,9551,1,1,1453.7283,20221200414901,57,1,100,0,32,73
3176688,2022,23867,9,1,1673.3196,20210902355001,38,1,100,300,32,60
311808,2020,5606,6,1,4782.9418,20190500565702,29,2,100,0,10,123
498739,2020,3897,8,2,1787.8886,20190800397502,43,1,100,0,10,111
2340198,2022,13900,1,2,4766.4277,20201201388903,23,1,100,0,10,111
34234,2020,22539,3,1,8221.9856,20200302253901,24,2,100,0,34,73
1842949,2021,28001,8,2,5358.196,20200602849302,21,1,200,0,21,81
308644,2020,3281,6,4,6487.6265,20190300334804,20,2,100,100,10,73
1710555,2021,10652,7,5,3197.5651,20200501087905,14,2,100,0,0,1
1138137,2021,62033,1,2,325.9984,20191006291002,69,2,100,0,36,124
2275571,2021,38969,12,3,3737.9236,20211203896903,13,1,651,0,0,1
537409,2020,30490,8,1,3866.5494,20200703049101,68,2,100,0,36,81
296520,2020,64161,5,1,6274.1574,20190506495001,52,1,651,0,36,123
2533950,2022,6319,3,1,4103.6192,20220200634801,66,2,100,0,10,92
2569188,2022,29688,3,3,1431.8926,20201202975503,9,1,100,0,0,1
2929578,2022,64035,6,1,3636.499,20220406408601,35,1,100,0,10,111
1300034,2021,25836,3,1,1978.5779,20210302583601,59,2,100,0,12,81
2805021,2022,49616,5,2,2027.8321,20220504961602,59,1,100,0,10,73
